semester_code,user_code,subject_code,score
201811,100018013,bio1,40
201811,100018013,for1,41
201811,100018014,kor1,78
201811,100018014,eng1,80
201811,100018014,mat1,81
201811,100018014,his1,75
201811,100018014,phl1,73
201811,100018014,eco1,78
201811,100018014,phy1,75
201811,100018014,bio1,77
201811,100018014,for1,77
201811,100018015,kor1,56
201811,100018015,eng1,55
201811,100018015,mat1,56
201811,100018015,his1,56
201811,100018015,phl1,55
201811,100018015,eco1,56
201811,100018015,phy1,58
201811,100018015,bio1,58
201811,100018015,for1,57
201811,100018016,kor1,65
201811,100018016,eng1,66
201811,100018016,mat1,68
201811,100018016,his1,63
201811,100018016,phl1,61
201811,100018016,eco1,65
201811,100018016,phy1,66
201811,100018016,bio1,67
201811,100018016,for1,67
201811,100018017,kor1,34
201811,100018017,eng1,34
201811,100018017,mat1,35
201811,100018017,his1,36
201811,100018017,phl1,35
201811,100018017,eco1,36
201811,100018017,phy1,39
201811,100018017,bio1,36
201811,100018017,for1,37
201811,100018018,kor1,33
201811,100018018,eng1,34
201811,100018018,mat1,35
201811,100018018,his1,36
201811,100018018,phl1,35
201811,100018018,eco1,35
201811,100018018,phy1,39
201811,100018018,bio1,36
201811,100018018,for1,37
201811,100018019,kor1,39
201811,100018019,eng1,40
201811,100018019,mat1,41
201811,100018019,his1,40
201811,100018019,phl1,39
201811,100018019,eco1,40
201811,100018019,phy1,44
201811,100018019,bio1,42
201811,100018019,for1,43
201811,100018020,kor1,33
201811,100018020,eng1,34
201811,100018020,mat1,34
201811,100018020,his1,35
201811,100018020,phl1,35
201811,100018020,eco1,34
201811,100018020,phy1,38
201811,100018020,bio1,35
201811,100018020,for1,36
201811,100018021,kor1,62
201811,100018021,eng1,64
201811,100018021,mat1,63
201811,100018021,his1,60
201811,100018021,phl1,58
201811,100018021,eco1,62
201811,100018021,phy1,63
201811,100018021,bio1,63
201811,100018021,for1,62
201811,100018022,kor1,61
201811,100018022,eng1,63
201811,100018022,mat1,63
201811,100018022,his1,60
201811,100018022,phl1,58
201811,100018022,eco1,61
201811,100018022,phy1,62
201811,100018022,bio1,63
201811,100018022,for1,62
201811,100018023,kor1,23
201811,100018023,eng1,22
201811,100018023,mat1,24
201811,100018023,his1,22
201811,100018023,phl1,24
201811,100018023,eco1,24
201811,100018023,phy1,24
201811,100018023,bio1,23
201811,100018023,for1,26
201811,100018024,kor1,33
201811,100018024,eng1,34
201811,100018024,mat1,35
201811,100018024,his1,35
201811,100018024,phl1,35
201811,100018024,eco1,35
201811,100018024,phy1,38
201811,100018024,bio1,36
201811,100018024,for1,37
201811,100018025,kor1,38
201811,100018025,eng1,38
201811,100018025,mat1,39
201811,100018025,his1,39
201811,100018025,phl1,38
201811,100018025,eco1,39
201811,100018025,phy1,42
201811,100018025,bio1,40
201811,100018025,for1,41
201811,100018026,kor1,77
201811,100018026,eng1,79
201811,100018026,mat1,79
201811,100018026,his1,73
201811,100018026,phl1,72
201811,100018026,eco1,77
201811,100018026,phy1,75
201811,100018026,bio1,75
201811,100018026,for1,75
201811,100018027,kor1,63
201811,100018027,eng1,65
201811,100018027,mat1,65
201811,100018027,his1,62
201811,100018027,phl1,60
201811,100018027,eco1,63
201811,100018027,phy1,65
201811,100018027,bio1,64
201811,100018027,for1,64
201811,100018028,kor1,22
201811,100018028,eng1,20
201811,100018028,mat1,23
201811,100018028,his1,21
201811,100018028,phl1,22
201811,100018028,eco1,21
201811,100018028,phy1,21
201811,100018028,bio1,22
201811,100018028,for1,25
201811,100018029,kor1,44
201811,100018029,eng1,46
201811,100018029,mat1,47
201811,100018029,his1,45
201811,100018029,phl1,45
201811,100018029,eco1,46
201811,100018029,phy1,49
201811,100018029,bio1,47
201811,100018029,for1,48
201811,100018030,kor1,63
201811,100018030,eng1,65
201811,100018030,mat1,66
201811,100018030,his1,62
201811,100018030,phl1,60
201811,100018030,eco1,64
201811,100018030,phy1,65
201811,100018030,bio1,65
201811,100018030,for1,65
201811,100018031,kor1,62
201811,100018031,eng1,64
201811,100018031,mat1,65
201811,100018031,his1,61
201811,100018031,phl1,60
201811,100018031,eco1,63
201811,100018031,phy1,64
201811,100018031,bio1,64
201811,100018031,for1,63
201811,100018032,kor1,38
201811,100018032,eng1,38
201811,100018032,mat1,39
201811,100018032,his1,39
201811,100018032,phl1,39
201811,100018032,eco1,39
201811,100018032,phy1,43
201811,100018032,bio1,41
201811,100018032,for1,41
201811,100018033,kor1,47
201811,100018033,eng1,49
201811,100018033,mat1,50
201811,100018033,his1,49
201811,100018033,phl1,48
201811,100018033,eco1,49
201811,100018033,phy1,51
201811,100018033,bio1,50
201811,100018033,for1,52
201811,100018034,kor1,60
201811,100018034,eng1,61
201811,100018034,mat1,61
201811,100018034,his1,59
201811,100018034,phl1,57
201811,100018034,eco1,60
201811,100018034,phy1,60
201811,100018034,bio1,62
201811,100018034,for1,61
201811,100018035,kor1,30
201811,100018035,eng1,29
201811,100018035,mat1,30
201811,100018035,his1,32
201811,100018035,phl1,32
201811,100018035,eco1,31
201811,100018035,phy1,34
201811,100018035,bio1,31
201811,100018035,for1,32
201811,100018036,kor1,33
201811,100018036,eng1,33
201811,100018036,mat1,34
201811,100018036,his1,35
201811,100018036,phl1,34
201811,100018036,eco1,34
201811,100018036,phy1,37
201811,100018036,bio1,35
201811,100018036,for1,36
201811,100018037,kor1,75
201811,100018037,eng1,78
201811,100018037,mat1,78
201811,100018037,his1,71
201811,100018037,phl1,70
201811,100018037,eco1,74
201811,100018037,phy1,73
201811,100018037,bio1,74
201811,100018037,for1,74
201811,100018038,kor1,67
201811,100018038,eng1,67
201811,100018038,mat1,68
201811,100018038,his1,64
201811,100018038,phl1,62
201811,100018038,eco1,66
201811,100018038,phy1,67
201811,100018038,bio1,67
201811,100018038,for1,67
201811,100018039,kor1,57
201811,100018039,eng1,58
201811,100018039,mat1,58
201811,100018039,his1,57
201811,100018039,phl1,55
201811,100018039,eco1,58
201811,100018039,phy1,59
201811,100018039,bio1,59
201811,100018039,for1,57
201811,100018040,kor1,32
201811,100018040,eng1,32
201811,100018040,mat1,32
201811,100018040,his1,34
201811,100018040,phl1,33
201811,100018040,eco1,34
201811,100018040,phy1,35
201811,100018040,bio1,34
201811,100018040,for1,34
201811,100018041,kor1,42
201811,100018041,eng1,42
201811,100018041,mat1,44
201811,100018041,his1,43
201811,100018041,phl1,42
201811,100018041,eco1,43
201811,100018041,phy1,46
201811,100018041,bio1,45
201811,100018041,for1,46
201811,100018042,kor1,81
201811,100018042,eng1,82
201811,100018042,mat1,83
201811,100018042,his1,78
201811,100018042,phl1,76
201811,100018042,eco1,82
201811,100018042,phy1,79
201811,100018042,bio1,80
201811,100018042,for1,79
201811,100018043,kor1,45
201811,100018043,eng1,46
201811,100018043,mat1,48
201811,100018043,his1,46
201811,100018043,phl1,45
201811,100018043,eco1,47
201811,100018043,phy1,50
201811,100018043,bio1,47
201811,100018043,for1,49
201811,100018044,kor1,47
201811,100018044,eng1,49
201811,100018044,mat1,49
201811,100018044,his1,48
201811,100018044,phl1,48
201811,100018044,eco1,49
201811,100018044,phy1,51
201811,100018044,bio1,50
201811,100018044,for1,52
201811,100018045,kor1,37
201811,100018045,eng1,38
201811,100018045,mat1,39
201811,100018045,his1,38
201811,100018045,phl1,38
201811,100018045,eco1,38
201811,100018045,phy1,41
201811,100018045,bio1,40
201811,100018045,for1,41
201811,100018046,kor1,50
201811,100018046,eng1,51
201811,100018046,mat1,52
201811,100018046,his1,51
201811,100018046,phl1,50
201811,100018046,eco1,51
201811,100018046,phy1,54
201811,100018046,bio1,52
201811,100018046,for1,54
201811,100018047,kor1,40
201811,100018047,eng1,41
201811,100018047,mat1,42
201811,100018047,his1,41
201811,100018047,phl1,41
201811,100018047,eco1,41
201811,100018047,phy1,45
201811,100018047,bio1,43
201811,100018047,for1,44
201811,100018048,kor1,9
201811,100018048,eng1,9
201811,100018048,mat1,6
201811,100018048,his1,9
201811,100018048,phl1,10
201811,100018048,eco1,10
201811,100018048,phy1,14
201811,100018048,bio1,3
201811,100018048,for1,7
201811,100018049,kor1,54
201811,100018049,eng1,53
201811,100018049,mat1,54
201811,100018049,his1,55
201811,100018049,phl1,53
201811,100018049,eco1,54
201811,100018049,phy1,56
201811,100018049,bio1,57
201811,100018049,for1,55
201811,100018050,kor1,57
201811,100018050,eng1,55
201811,100018050,mat1,57
201811,100018050,his1,56
201811,100018050,phl1,55
201811,100018050,eco1,57
201811,100018050,phy1,58
201811,100018050,bio1,59
201811,100018050,for1,57
201811,100018051,kor1,25
201811,100018051,eng1,23
201811,100018051,mat1,25
201811,100018051,his1,26
201811,100018051,phl1,26
201811,100018051,eco1,24
201811,100018051,phy1,26
201811,100018051,bio1,26
201811,100018051,for1,28
201811,100018052,kor1,53
201811,100018052,eng1,52
201811,100018052,mat1,54
201811,100018052,his1,53
201811,100018052,phl1,53
201811,100018052,eco1,53
201811,100018052,phy1,56
201811,100018052,bio1,55
201811,100018052,for1,55
201811,100018053,kor1,43
201811,100018053,eng1,45
201811,100018053,mat1,46
201811,100018053,his1,45
201811,100018053,phl1,44
201811,100018053,eco1,46
201811,100018053,phy1,48
201811,100018053,bio1,47
201811,100018053,for1,48
201811,100018054,kor1,56
201811,100018054,eng1,55
201811,100018054,mat1,56
201811,100018054,his1,56
201811,100018054,phl1,55
201811,100018054,eco1,57
201811,100018054,phy1,58
201811,100018054,bio1,59
201811,100018054,for1,57
201811,100018055,kor1,43
201811,100018055,eng1,45
201811,100018055,mat1,46
201811,100018055,his1,44
201811,100018055,phl1,43
201811,100018055,eco1,45
201811,100018055,phy1,47
201811,100018055,bio1,46
201811,100018055,for1,47
201811,100018056,kor1,55
201811,100018056,eng1,55
201811,100018056,mat1,56
201811,100018056,his1,56
201811,100018056,phl1,54
201811,100018056,eco1,56
201811,100018056,phy1,58
201811,100018056,bio1,58
201811,100018056,for1,56
201811,100018057,kor1,50
201811,100018057,eng1,50
201811,100018057,mat1,52
201811,100018057,his1,51
201811,100018057,phl1,50
201811,100018057,eco1,51
201811,100018057,phy1,54
201811,100018057,bio1,52
201811,100018057,for1,54
201811,100018058,kor1,62
201811,100018058,eng1,64
201811,100018058,mat1,64
201811,100018058,his1,61
201811,100018058,phl1,59
201811,100018058,eco1,62
201811,100018058,phy1,63
201811,100018058,bio1,63
201811,100018058,for1,63
201811,100018059,kor1,92
201811,100018059,eng1,98
201811,100018059,mat1,95
201811,100018059,his1,93
201811,100018059,phl1,88
201811,100018059,eco1,97
201811,100018059,phy1,98
201811,100018059,bio1,93
201811,100018059,for1,99
201811,100018060,kor1,47
201811,100018060,eng1,49
201811,100018060,mat1,50
201811,100018060,his1,49
201811,100018060,phl1,48
201811,100018060,eco1,49
201811,100018060,phy1,51
201811,100018060,bio1,50
201811,100018060,for1,52
201811,100018061,kor1,27
201811,100018061,eng1,27
201811,100018061,mat1,29
201811,100018061,his1,30
201811,100018061,phl1,31
201811,100018061,eco1,28
201811,100018061,phy1,31
201811,100018061,bio1,29
201811,100018061,for1,31
201811,100018062,kor1,72
201811,100018062,eng1,73
201811,100018062,mat1,73
201811,100018062,his1,68
201811,100018062,phl1,67
201811,100018062,eco1,72
201811,100018062,phy1,70
201811,100018062,bio1,70
201811,100018062,for1,72
201811,100018063,kor1,19
201811,100018063,eng1,19
201811,100018063,mat1,19
201811,100018063,his1,19
201811,100018063,phl1,19
201811,100018063,eco1,16
201811,100018063,phy1,19
201811,100018063,bio1,18
201811,100018063,for1,21
201811,100018064,kor1,41
201811,100018064,eng1,42
201811,100018064,mat1,42
201811,100018064,his1,42
201811,100018064,phl1,41
201811,100018064,eco1,42
201811,100018064,phy1,46
201811,100018064,bio1,44
201811,100018064,for1,44
201811,100018065,kor1,48
201811,100018065,eng1,49
201811,100018065,mat1,50
201811,100018065,his1,50
201811,100018065,phl1,48
201811,100018065,eco1,50
201811,100018065,phy1,52
201811,100018065,bio1,51
201811,100018065,for1,52
201811,100018066,kor1,53
201811,100018066,eng1,53
201811,100018066,mat1,54
201811,100018066,his1,54
201811,100018066,phl1,53
201811,100018066,eco1,54
201811,100018066,phy1,56
201811,100018066,bio1,56
201811,100018066,for1,55
201811,100018067,kor1,55
201811,100018067,eng1,54
201811,100018067,mat1,56
201811,100018067,his1,56
201811,100018067,phl1,54
201811,100018067,eco1,56
201811,100018067,phy1,58
201811,100018067,bio1,58
201811,100018067,for1,56
201811,100018068,kor1,42
201811,100018068,eng1,43
201811,100018068,mat1,45
201811,100018068,his1,44
201811,100018068,phl1,43
201811,100018068,eco1,44
201811,100018068,phy1,47
201811,100018068,bio1,45
201811,100018068,for1,47
201811,100018069,kor1,27
201811,100018069,eng1,27
201811,100018069,mat1,29
201811,100018069,his1,30
201811,100018069,phl1,30
201811,100018069,eco1,28
201811,100018069,phy1,31
201811,100018069,bio1,29
201811,100018069,for1,30
201811,100018070,kor1,32
201811,100018070,eng1,32
201811,100018070,mat1,32
201811,100018070,his1,34
201811,100018070,phl1,33
201811,100018070,eco1,33
201811,100018070,phy1,35
201811,100018070,bio1,34
201811,100018070,for1,33
201811,100018071,kor1,67
201811,100018071,eng1,68
201811,100018071,mat1,71
201811,100018071,his1,65
201811,100018071,phl1,63
201811,100018071,eco1,67
201811,100018071,phy1,67
201811,100018071,bio1,69
201811,100018071,for1,67
201811,100018072,kor1,47
201811,100018072,eng1,49
201811,100018072,mat1,50
201811,100018072,his1,49
201811,100018072,phl1,48
201811,100018072,eco1,49
201811,100018072,phy1,51
201811,100018072,bio1,50
201811,100018072,for1,52
201811,100018073,kor1,62
201811,100018073,eng1,64
201811,100018073,mat1,64
201811,100018073,his1,61
201811,100018073,phl1,59
201811,100018073,eco1,63
201811,100018073,phy1,63
201811,100018073,bio1,64
201811,100018073,for1,63
201811,100018074,kor1,24
201811,100018074,eng1,23
201811,100018074,mat1,24
201811,100018074,his1,26
201811,100018074,phl1,26
201811,100018074,eco1,24
201811,100018074,phy1,25
201811,100018074,bio1,26
201811,100018074,for1,28
201811,100018075,kor1,42
201811,100018075,eng1,44
201811,100018075,mat1,45
201811,100018075,his1,44
201811,100018075,phl1,43
201811,100018075,eco1,44
201811,100018075,phy1,47
201811,100018075,bio1,46
201811,100018075,for1,47
201811,100018076,kor1,88
201811,100018076,eng1,93
201811,100018076,mat1,89
201811,100018076,his1,87
201811,100018076,phl1,82
201811,100018076,eco1,91
201811,100018076,phy1,87
201811,100018076,bio1,87
201811,100018076,for1,91
201811,100018077,kor1,72
201811,100018077,eng1,73
201811,100018077,mat1,73
201811,100018077,his1,68
201811,100018077,phl1,68
201811,100018077,eco1,72
201811,100018077,phy1,70
201811,100018077,bio1,71
201811,100018077,for1,72
201811,100018078,kor1,36
201811,100018078,eng1,36
201811,100018078,mat1,37
201811,100018078,his1,37
201811,100018078,phl1,36
201811,100018078,eco1,37
201811,100018078,phy1,40
201811,100018078,bio1,38
201811,100018078,for1,40
201811,100018079,kor1,36
201811,100018079,eng1,37
201811,100018079,mat1,37
201811,100018079,his1,37
201811,100018079,phl1,37
201811,100018079,eco1,37
201811,100018079,phy1,40
201811,100018079,bio1,39
201811,100018079,for1,40
201811,100018080,kor1,64
201811,100018080,eng1,66
201811,100018080,mat1,67
201811,100018080,his1,62
201811,100018080,phl1,61
201811,100018080,eco1,64
201811,100018080,phy1,66
201811,100018080,bio1,66
201811,100018080,for1,66
201811,100018081,kor1,44
201811,100018081,eng1,46
201811,100018081,mat1,47
201811,100018081,his1,45
201811,100018081,phl1,44
201811,100018081,eco1,46
201811,100018081,phy1,48
201811,100018081,bio1,47
201811,100018081,for1,48
201811,100018082,kor1,33
201811,100018082,eng1,34
201811,100018082,mat1,35
201811,100018082,his1,35
201811,100018082,phl1,35
201811,100018082,eco1,35
201811,100018082,phy1,38
201811,100018082,bio1,36
201811,100018082,for1,36
201811,100018083,kor1,28
201811,100018083,eng1,28
201811,100018083,mat1,30
201811,100018083,his1,31
201811,100018083,phl1,31
201811,100018083,eco1,29
201811,100018083,phy1,32
201811,100018083,bio1,30
201811,100018083,for1,31
201811,100018084,kor1,41
201811,100018084,eng1,42
201811,100018084,mat1,42
201811,100018084,his1,42
201811,100018084,phl1,42
201811,100018084,eco1,43
201811,100018084,phy1,46
201811,100018084,bio1,44
201811,100018084,for1,45
201811,100018085,kor1,36
201811,100018085,eng1,37
201811,100018085,mat1,38
201811,100018085,his1,37
201811,100018085,phl1,38
201811,100018085,eco1,38
201811,100018085,phy1,41
201811,100018085,bio1,39
201811,100018085,for1,40
201811,100018086,kor1,68
201811,100018086,eng1,68
201811,100018086,mat1,71
201811,100018086,his1,66
201811,100018086,phl1,64
201811,100018086,eco1,68
201811,100018086,phy1,68
201811,100018086,bio1,69
201811,100018086,for1,68
201811,100018087,kor1,74
201811,100018087,eng1,76
201811,100018087,mat1,77
201811,100018087,his1,71
201811,100018087,phl1,70
201811,100018087,eco1,74
201811,100018087,phy1,73
201811,100018087,bio1,72
201811,100018087,for1,74
201811,100018088,kor1,42
201811,100018088,eng1,43
201811,100018088,mat1,45
201811,100018088,his1,44
201811,100018088,phl1,42
201811,100018088,eco1,44
201811,100018088,phy1,47
201811,100018088,bio1,45
201811,100018088,for1,47
201811,100018089,kor1,26
201811,100018089,eng1,25
201811,100018089,mat1,28
201811,100018089,his1,29
201811,100018089,phl1,29
201811,100018089,eco1,27
201811,100018089,phy1,30
201811,100018089,bio1,28
201811,100018089,for1,30
201811,100018090,kor1,75
201811,100018090,eng1,78
201811,100018090,mat1,77
201811,100018090,his1,71
201811,100018090,phl1,70
201811,100018090,eco1,74
201811,100018090,phy1,73
201811,100018090,bio1,73
201811,100018090,for1,74
201811,100018091,kor1,50
201811,100018091,eng1,51
201811,100018091,mat1,53
201811,100018091,his1,52
201811,100018091,phl1,50
201811,100018091,eco1,51
201811,100018091,phy1,54
201811,100018091,bio1,52
201811,100018091,for1,54
201811,100018092,kor1,50
201811,100018092,eng1,51
201811,100018092,mat1,53
201811,100018092,his1,52
201811,100018092,phl1,51
201811,100018092,eco1,51
201811,100018092,phy1,55
201811,100018092,bio1,53
201811,100018092,for1,54
201811,100018093,kor1,39
201811,100018093,eng1,40
201811,100018093,mat1,40
201811,100018093,his1,40
201811,100018093,phl1,39
201811,100018093,eco1,40
201811,100018093,phy1,44
201811,100018093,bio1,42
201811,100018093,for1,42
201811,100018094,kor1,22
201811,100018094,eng1,21
201811,100018094,mat1,23
201811,100018094,his1,21
201811,100018094,phl1,23
201811,100018094,eco1,22
201811,100018094,phy1,23
201811,100018094,bio1,22
201811,100018094,for1,25
201811,100018095,kor1,69
201811,100018095,eng1,70
201811,100018095,mat1,72
201811,100018095,his1,67
201811,100018095,phl1,66
201811,100018095,eco1,69
201811,100018095,phy1,69
201811,100018095,bio1,70
201811,100018095,for1,70
201811,100018096,kor1,39
201811,100018096,eng1,40
201811,100018096,mat1,41
201811,100018096,his1,40
201811,100018096,phl1,40
201811,100018096,eco1,40
201811,100018096,phy1,44
201811,100018096,bio1,42
201811,100018096,for1,43
201811,100018097,kor1,48
201811,100018097,eng1,49
201811,100018097,mat1,50
201811,100018097,his1,50
201811,100018097,phl1,48
201811,100018097,eco1,50
201811,100018097,phy1,52
201811,100018097,bio1,51
201811,100018097,for1,52
201811,100018098,kor1,47
201811,100018098,eng1,48
201811,100018098,mat1,49
201811,100018098,his1,47
201811,100018098,phl1,47
201811,100018098,eco1,48
201811,100018098,phy1,51
201811,100018098,bio1,49
201811,100018098,for1,51
201811,100018099,kor1,81
201811,100018099,eng1,83
201811,100018099,mat1,85
201811,100018099,his1,79
201811,100018099,phl1,79
201811,100018099,eco1,83
201811,100018099,phy1,80
201811,100018099,bio1,82
201811,100018099,for1,80
201811,100018100,kor1,8
201811,100018100,eng1,1
201811,100018100,mat1,6
201811,100018100,his1,7
201811,100018100,phl1,6
201811,100018100,eco1,4
201811,100018100,phy1,6
201811,100018100,bio1,2
201811,100018100,for1,2
201811,100018101,kor1,60
201811,100018101,eng1,60
201811,100018101,mat1,61
201811,100018101,his1,59
201811,100018101,phl1,57
201811,100018101,eco1,60
201811,100018101,phy1,60
201811,100018101,bio1,62
201811,100018101,for1,60
201811,100018102,kor1,64
201811,100018102,eng1,66
201811,100018102,mat1,67
201811,100018102,his1,63
201811,100018102,phl1,61
201811,100018102,eco1,65
201811,100018102,phy1,66
201811,100018102,bio1,66
201811,100018102,for1,67
201811,100018103,kor1,55
201811,100018103,eng1,54
201811,100018103,mat1,56
201811,100018103,his1,56
201811,100018103,phl1,54
201811,100018103,eco1,55
201811,100018103,phy1,58
201811,100018103,bio1,58
201811,100018103,for1,56
201811,100018104,kor1,57
201811,100018104,eng1,56
201811,100018104,mat1,57
201811,100018104,his1,57
201811,100018104,phl1,55
201811,100018104,eco1,57
201811,100018104,phy1,58
201811,100018104,bio1,59
201811,100018104,for1,57
201811,100018105,kor1,44
201811,100018105,eng1,46
201811,100018105,mat1,47
201811,100018105,his1,45
201811,100018105,phl1,45
201811,100018105,eco1,46
201811,100018105,phy1,48
201811,100018105,bio1,47
201811,100018105,for1,48
201811,100018106,kor1,19
201811,100018106,eng1,19
201811,100018106,mat1,21
201811,100018106,his1,20
201811,100018106,phl1,20
201811,100018106,eco1,17
201811,100018106,phy1,20
201811,100018106,bio1,19
201811,100018106,for1,23
201811,100018107,kor1,62
201811,100018107,eng1,65
201811,100018107,mat1,65
201811,100018107,his1,61
201811,100018107,phl1,60
201811,100018107,eco1,63
201811,100018107,phy1,64
201811,100018107,bio1,64
201811,100018107,for1,63
201811,100018108,kor1,43
201811,100018108,eng1,45
201811,100018108,mat1,46
201811,100018108,his1,45
201811,100018108,phl1,44
201811,100018108,eco1,45
201811,100018108,phy1,47
201811,100018108,bio1,47
201811,100018108,for1,48
201811,100018109,kor1,33
201811,100018109,eng1,34
201811,100018109,mat1,34
201811,100018109,his1,35
201811,100018109,phl1,35
201811,100018109,eco1,35
201811,100018109,phy1,38
201811,100018109,bio1,35
201811,100018109,for1,36
201811,100018110,kor1,36
201811,100018110,eng1,36
201811,100018110,mat1,37
201811,100018110,his1,37
201811,100018110,phl1,36
201811,100018110,eco1,37
201811,100018110,phy1,40
201811,100018110,bio1,38
201811,100018110,for1,40
201811,100018111,kor1,44
201811,100018111,eng1,46
201811,100018111,mat1,47
201811,100018111,his1,45
201811,100018111,phl1,45
201811,100018111,eco1,46
201811,100018111,phy1,49
201811,100018111,bio1,47
201811,100018111,for1,49
201811,100018112,kor1,36
201811,100018112,eng1,36
201811,100018112,mat1,37
201811,100018112,his1,37
201811,100018112,phl1,36
201811,100018112,eco1,37
201811,100018112,phy1,40
201811,100018112,bio1,38
201811,100018112,for1,40
201811,100018113,kor1,80
201811,100018113,eng1,81
201811,100018113,mat1,82
201811,100018113,his1,76
201811,100018113,phl1,74
201811,100018113,eco1,78
201811,100018113,phy1,76
201811,100018113,bio1,78
201811,100018113,for1,78
201811,100018114,kor1,52
201811,100018114,eng1,52
201811,100018114,mat1,54
201811,100018114,his1,53
201811,100018114,phl1,52
201811,100018114,eco1,52
201811,100018114,phy1,56
201811,100018114,bio1,54
201811,100018114,for1,55
201811,100018115,kor1,18
201811,100018115,eng1,11
201811,100018115,mat1,12
201811,100018115,his1,15
201811,100018115,phl1,14
201811,100018115,eco1,13
201811,100018115,phy1,15
201811,100018115,bio1,13
201811,100018115,for1,13
201811,100018116,kor1,41
201811,100018116,eng1,42
201811,100018116,mat1,42
201811,100018116,his1,42
201811,100018116,phl1,42
201811,100018116,eco1,43
201811,100018116,phy1,46
201811,100018116,bio1,44
201811,100018116,for1,45
201811,100018117,kor1,42
201811,100018117,eng1,42
201811,100018117,mat1,43
201811,100018117,his1,43
201811,100018117,phl1,42
201811,100018117,eco1,43
201811,100018117,phy1,46
201811,100018117,bio1,44
201811,100018117,for1,46
201811,100018118,kor1,80
201811,100018118,eng1,81
201811,100018118,mat1,82
201811,100018118,his1,76
201811,100018118,phl1,73
201811,100018118,eco1,78
201811,100018118,phy1,76
201811,100018118,bio1,78
201811,100018118,for1,78
201811,100018119,kor1,73
201811,100018119,eng1,73
201811,100018119,mat1,74
201811,100018119,his1,69
201811,100018119,phl1,69
201811,100018119,eco1,73
201811,100018119,phy1,71
201811,100018119,bio1,71
201811,100018119,for1,72
201811,100018120,kor1,32
201811,100018120,eng1,32
201811,100018120,mat1,32
201811,100018120,his1,34
201811,100018120,phl1,34
201811,100018120,eco1,34
201811,100018120,phy1,35
201811,100018120,bio1,34
201811,100018120,for1,34
201811,100018121,kor1,37
201811,100018121,eng1,38
201811,100018121,mat1,39
201811,100018121,his1,38
201811,100018121,phl1,38
201811,100018121,eco1,38
201811,100018121,phy1,41
201811,100018121,bio1,40
201811,100018121,for1,41
201811,100018122,kor1,61
201811,100018122,eng1,63
201811,100018122,mat1,63
201811,100018122,his1,60
